count,confidence,sentence_number,document_id,head,relation,tail
2,"[0.0005675535649061203, 0.000991917448118329]","[78, 82]","['interview_D2.txt', 'interview_D2.txt']",de,i,fald
1,[0.0013046798994764686],[78],['interview_D2.txt'],fald,de,Det
2,"[0.0014629918150603771, 0.0033341662492603064]","[78, 82]","['interview_D2.txt', 'interview_D2.txt']",fald,i,de
1,[0.0005976759130135179],[79],['interview_D2.txt'],et brev,kom,Det
1,[0.0025041005574166775],[79],['interview_D2.txt'],et brev,ind,døren
1,[0.004134895745664835],[79],['interview_D2.txt'],døren,ind,et brev
1,[9.345648140879348e-05],[80],['interview_D2.txt'],vi,og,vi
1,[6.347242015181109e-05],[80],['interview_D2.txt'],vaccinationsprogrammet,og,vi
1,[0.0003660315996967256],[80],['interview_D2.txt'],vaccinationsprogrammet,jo,sig
1,[0.00012197779869893566],[80],['interview_D2.txt'],vaccinationsprogrammet,bare,selv
1,[0.00021965816267766058],[80],['interview_D2.txt'],sig,bare,vaccinationsprogrammet
1,[0.00019408599473536015],[80],['interview_D2.txt'],selv,bare,vaccinationsprogrammet
1,[0.000270767486654222],[80],['interview_D2.txt'],vi,og,selv
3,"[0.00012340396642684937, 0.0003595837624743581, 0.00021572565310634673]","[80, 334, 349]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",vi,",",de
1,[0.00042596872663125396],[80],['interview_D2.txt'],en tid,",",de
1,[1.3999187103763688e-05],[80],['interview_D2.txt'],en tid,3,Jeg
2,"[9.259257785743102e-05, 0.00023715502175036818]","[80, 349]","['interview_D2.txt', 'interview_D2.txt']",de,",",vi
1,[0.0013065718812868],[80],['interview_D2.txt'],de,",",en tid
1,[8.413934847339988e-05],[80],['interview_D2.txt'],de,3,Jeg
1,[8.7711050582584e-05],[80],['interview_D2.txt'],Jeg,og,de
2,"[0.00044177364907227457, 0.00540634011849761]","[80, 265]","['interview_D2.txt', 'interview_D2.txt']",Jeg,ikke,det
1,[6.901630937742691e-05],[80],['interview_D2.txt'],Jeg,men hvornår,det
3,"[0.0003145343507640064, 0.001683174748905003, 0.004196863621473312]","[80, 125, 265]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",det,ikke,Jeg
1,[0.0003213121381122619],[80],['interview_D2.txt'],det,hvornår,det
3,"[0.0010854244465008378, 0.0008790327701717615, 0.00045609057997353375]","[80, 80, 319]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",det,nu,det
1,[0.001727597787976265],[81],['interview_D2.txt'],Det,bare,sig
1,[0.0011154921958222985],[81],['interview_D2.txt'],Det,bare,selv
1,[0.0005761738284491003],[81],['interview_D2.txt'],sig,bare,Det
1,[0.0005040140240453184],[81],['interview_D2.txt'],selv,af,Det
4,"[0.00043887848732993007, 0.0008480287506245077, 0.0006136954762041569, 0.0010991746094077826]","[82, 90, 216, 220]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",Jeg,",",vi
3,"[0.00036009284667670727, 0.0015887139597907662, 0.0006780309486202896]","[82, 90, 220]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",vi,",",Jeg
1,[0.0014610572252422571],[82],['interview_D2.txt'],vi,har,en aktiv beslutning
1,[0.0021099504083395004],[82],['interview_D2.txt'],en aktiv beslutning,har,vi
1,[0.00032914301846176386],[82],['interview_D2.txt'],en aktiv beslutning,",",det
1,[8.211031551278817e-06],[82],['interview_D2.txt'],en aktiv beslutning,de i,fald
1,[0.0012785717844963074],[82],['interview_D2.txt'],det,",",en aktiv beslutning
1,[0.0004308080824557692],[82],['interview_D2.txt'],det,de,fald
1,[0.0013384897029027343],[82],['interview_D2.txt'],fald,skal,det
1,[0.001969924196600914],[83],['interview_D2.txt'],Det,har,en passiv aktiv beslutning
1,[0.0009006426553241909],[83],['interview_D2.txt'],en passiv aktiv beslutning,været,Det
1,[0.0004960012738592923],[83],['interview_D2.txt'],en passiv aktiv beslutning,",",det
1,[0.0001464958283274124],[83],['interview_D2.txt'],en passiv aktiv beslutning,at det,man
1,[0.00010533861495787278],[83],['interview_D2.txt'],det,en passiv aktiv beslutning,Det
1,[0.0016711109783500433],[83],['interview_D2.txt'],det,",",en passiv aktiv beslutning
1,[0.0020840971264988184],[84],['interview_D2.txt'],min kone,min hustru,hun
1,[0.0002242081827716902],[84],['interview_D2.txt'],min hustru,er,Portugal
1,[0.0010109524009749293],[84],['interview_D2.txt'],hun,min hustru,min kone
1,[0.0021486463956534863],[84],['interview_D2.txt'],hun,er,Portugal
1,[0.00020142534049227834],[84],['interview_D2.txt'],Portugal,er,min kone
1,[0.0003927776124328375],[84],['interview_D2.txt'],Portugal,er,min hustru
1,[0.00448231678456068],[84],['interview_D2.txt'],Portugal,er,hun
4,"[0.0023049809969961643, 0.0015288955764845014, 0.0013918939512223005, 0.0043701534159481525]","[85, 163, 208, 276]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",Jeg,",",hvad
1,[0.0027229180559515953],[85],['interview_D2.txt'],hvad,",",Jeg
2,"[0.0014984357403591275, 0.0008141366415657103]","[85, 85]","['interview_D2.txt', 'interview_D2.txt']",hvad,hun,hvad
1,[0.00029611066565848887],[85],['interview_D2.txt'],hvad,hun,børnevaccineprogrammet
1,[0.0007285287138074636],[85],['interview_D2.txt'],hun,",",Jeg
1,[0.006226128898561001],[85],['interview_D2.txt'],hun,",",hvad
1,[0.0002251634286949411],[85],['interview_D2.txt'],hun,",",børnevaccineprogrammet
1,[0.009417260996997356],[85],['interview_D2.txt'],hvad,",",hun
1,[0.0002268894895678386],[85],['interview_D2.txt'],børnevaccineprogrammet,",",hvad
1,[0.00032703150645829737],[85],['interview_D2.txt'],børnevaccineprogrammet,hvad,hun
1,[0.0004994987975805998],[86],['interview_D2.txt'],Jeg,og,min mor
1,[0.0005282475030981004],[86],['interview_D2.txt'],min mor,og,Jeg
1,[0.003643107833340764],[88],['interview_D2.txt'],Jeg,bare,alle børnevacciner
1,[0.0026339353062212467],[88],['interview_D2.txt'],alle børnevacciner,bare,Jeg
1,[0.00020153331570327282],[90],['interview_D2.txt'],Jeg,at,et videnskabsdrevet sundhedssystem
1,[0.00015475669351872057],[90],['interview_D2.txt'],vi,et videnskabsdrevet sundhedssystem,Danmark
1,[0.00033581326715648174],[90],['interview_D2.txt'],et videnskabsdrevet sundhedssystem,vi,Jeg
1,[7.034458394628018e-05],[90],['interview_D2.txt'],et videnskabsdrevet sundhedssystem,Danmark,de
1,[0.0002130434731952846],[90],['interview_D2.txt'],Danmark,et videnskabsdrevet sundhedssystem,vi
1,[0.0012259769719094038],[90],['interview_D2.txt'],Danmark,",",de
1,[0.00023506589059252292],[90],['interview_D2.txt'],Danmark,de,vacciner
1,[0.0017155616078525782],[90],['interview_D2.txt'],de,",",Danmark
1,[0.00034495178260840476],[90],['interview_D2.txt'],vacciner,hvor,Danmark
1,[0.00021642009960487485],[90],['interview_D2.txt'],vacciner,bliver,nogen
1,[9.844695159699768e-05],[90],['interview_D2.txt'],vacciner,bliver,der
1,[0.00011357659968780354],[90],['interview_D2.txt'],nogen,bliver,de
1,[0.00042942981235682964],[90],['interview_D2.txt'],nogen,bliver,vacciner
1,[0.00025531300343573093],[90],['interview_D2.txt'],der,meget,det
1,[0.0003007968480233103],[90],['interview_D2.txt'],det,meget,nogen
1,[0.0002872157783713192],[90],['interview_D2.txt'],det,meget,der
1,[0.0002515651867724955],[90],['interview_D2.txt'],det,og,de
1,[0.00034244998823851347],[90],['interview_D2.txt'],de,og,det
1,[0.00012838984548579901],[90],['interview_D2.txt'],de,ud,de tests
1,[0.00018817614181898534],[90],['interview_D2.txt'],de tests,ud,de
1,[0.0001606182340765372],[91],['interview_D2.txt'],Vaccinestyrelsen,Sundhedsstyrelsen,hvad
1,[0.0005838763900101185],[91],['interview_D2.txt'],Sundhedsstyrelsen,hvad,det
1,[0.0002701157645788044],[91],['interview_D2.txt'],hvad,Sundhedsstyrelsen,Vaccinestyrelsen
1,[0.00031625255360268056],[91],['interview_D2.txt'],det,hvad,Vaccinestyrelsen
1,[0.0006211790605448186],[91],['interview_D2.txt'],det,hvad,Sundhedsstyrelsen
1,[0.0004321517772041261],[92],['interview_D2.txt'],jeg,på,de
1,[0.0013256826205179095],[92],['interview_D2.txt'],de,the,best option
1,[0.0002602455788291991],[92],['interview_D2.txt'],best option,bare,de
1,[0.0029423825908452272],[93],['interview_D2.txt'],de,ikke,alle mulige dårlige ting
1,[0.0018170332768931985],[93],['interview_D2.txt'],alle mulige dårlige ting,gør,de
1,[0.0008151174406521022],[93],['interview_D2.txt'],alle mulige dårlige ting,",",det
1,[0.00017520866822451353],[93],['interview_D2.txt'],alle mulige dårlige ting,",",vi
1,[8.785185491433367e-05],[93],['interview_D2.txt'],alle mulige dårlige ting,og,nogle dygtige mennesker
1,[0.00014134134107735008],[93],['interview_D2.txt'],det,alle mulige dårlige ting,de
1,[0.001125498441979289],[93],['interview_D2.txt'],det,",",alle mulige dårlige ting
1,[0.0017904380802065134],[93],['interview_D2.txt'],det,har,nogle dygtige mennesker
1,[0.0006973870913498104],[93],['interview_D2.txt'],det,vi,der
3,"[0.0009398452821187675, 0.0003199141938239336, 0.00022500008344650269]","[93, 108, 113]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",vi,",",der
1,[0.0036262995563447475],[93],['interview_D2.txt'],nogle dygtige mennesker,har,det
1,[0.0004776347486767918],[93],['interview_D2.txt'],der,nogle dygtige mennesker,det
1,[0.0009524064953438938],[93],['interview_D2.txt'],der,nogle dygtige mennesker,vi
1,[0.0005976746906526387],[93],['interview_D2.txt'],der,og,styr
1,[0.0003921332536265254],[93],['interview_D2.txt'],styr,og,der
1,[0.002371598966419697],[95],['interview_D2.txt'],Det,jeg,noget belæg
1,[3.032754223871355e-05],[95],['interview_D2.txt'],jeg,noget belæg for,mig
1,[0.0018893975066021085],[95],['interview_D2.txt'],noget belæg,har,Det
1,[0.0007100203074514866],[95],['interview_D2.txt'],noget belæg,at,mig
1,[0.001310669002123177],[95],['interview_D2.txt'],mig,at,noget belæg
1,[0.005987633019685745],[96],['interview_D2.txt'],Det,har,ingen idé
1,[0.00186472840141505],[96],['interview_D2.txt'],ingen idé,har,Det
1,[0.0011769614648073912],[98],['interview_D2.txt'],Jeg,i,fald
1,[0.0003923146869055927],[98],['interview_D2.txt'],Jeg,fald,det system
2,"[0.0034924268256872892, 0.004296094179153442]","[98, 335]","['interview_D2.txt', 'interview_D2.txt']",fald,i,Jeg
1,[0.0004240707494318485],[98],['interview_D2.txt'],fald,på,vi
1,[0.00016744922322686762],[98],['interview_D2.txt'],vi,på,fald
8,"[0.0015861904248595238, 0.0007776588900014758, 0.0007677889661863446, 0.002577067818492651, 0.0015046719927340746, 0.0015581822954118252, 0.0001929140998981893, 0.0015644762897863984]","[100, 158, 193, 196, 197, 323, 341, 342]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",Jeg,",",jeg
1,[0.0012010933132842183],[100],['interview_D2.txt'],jeg,sådan,en holdning
1,[0.0002514622756280005],[100],['interview_D2.txt'],jeg,en holdning,børnevacciner
1,[0.000985848717391491],[100],['interview_D2.txt'],en holdning,sådan,jeg
1,[0.00014619616558775306],[100],['interview_D2.txt'],en holdning,",",jeg
1,[0.000188147954759188],[100],['interview_D2.txt'],børnevacciner,",",jeg
2,"[0.000322228908771649, 0.00036562501918524504]","[100, 117]","['interview_D2.txt', 'interview_D2.txt']",jeg,til,vores sundhedssystem
1,[0.00044539396185427904],[100],['interview_D2.txt'],vores sundhedssystem,til,jeg
1,[0.0004578564839903265],[101],['interview_D2.txt'],børnevaccinationer,jo,en del
1,[0.0002484747383277863],[101],['interview_D2.txt'],børnevaccinationer,en del,det
1,[0.0005798914935439825],[101],['interview_D2.txt'],en del,jo,børnevaccinationer
1,[0.00033249560510739684],[101],['interview_D2.txt'],det,jo,børnevaccinationer
9,"[0.0011351201683282852, 0.00016895320732146502, 0.0002249826939078048, 0.0004073801974300295, 0.0002984111779369414, 0.0009395576780661941, 0.001738569000735879, 0.004420554265379906, 0.00042846641736105084]","[102, 177, 209, 236, 240, 244, 244, 302, 312]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",det,",",jeg
1,[0.0005726356175728142],[102],['interview_D2.txt'],det,har,sig
1,[0.0020777012687176466],[102],['interview_D2.txt'],sig,har,det
1,[0.0005971861537545919],[102],['interview_D2.txt'],sig,",",jeg
1,[3.6168648875900544e-06],[104],['interview_D2.txt'],højere grad,de har,vacciner
3,"[0.0008879805100150406, 0.0021246573887765408, 0.0010035720188170671]","[104, 159, 159]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",det,er,det
1,[0.00010690199269447476],[104],['interview_D2.txt'],det,",",højere grad
7,"[0.004464092664420605, 0.0005495715886354446, 0.0018624038202688098, 0.00054330745479092, 0.00013929650594945997, 9.595554001862183e-05, 0.0008445453131571412]","[104, 161, 169, 194, 197, 250, 252]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",de,",",det
1,[0.0006160615012049675],[104],['interview_D2.txt'],de,har,vacciner
1,[8.655238343635574e-05],[104],['interview_D2.txt'],vacciner,har,det
1,[0.0011642106110230088],[104],['interview_D2.txt'],vacciner,har,de
1,[0.00022062653442844748],[104],['interview_D2.txt'],en del,",",jeg
1,[0.0008038727100938559],[104],['interview_D2.txt'],den pakke,",",jeg
1,[0.003217693418264389],[104],['interview_D2.txt'],jeg,",",den pakke
3,"[0.0010457346215844154, 0.0017163805896416306, 0.0001746962807374075]","[104, 272, 346]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",jeg,på,det system
1,[0.00034945973311550915],[104],['interview_D2.txt'],det system,på,den pakke
2,"[0.0014410163275897503, 0.0010167419677600265]","[104, 272]","['interview_D2.txt', 'interview_D2.txt']",det system,på,jeg
1,[0.0009745751740410924],[104],['interview_D2.txt'],vi,op,Danmark
1,[0.0007342058815993369],[104],['interview_D2.txt'],Danmark,op,vi
1,[0.0007199665997177362],[104],['interview_D2.txt'],Danmark,både,vacciner
1,[0.001346414559520781],[104],['interview_D2.txt'],vacciner,omkring,Danmark
1,[0.00015430677740368992],[104],['interview_D2.txt'],vacciner,også,alt det andet medicin
1,[3.2701231248211116e-05],[104],['interview_D2.txt'],alt det andet medicin,vacciner,Danmark
1,[0.0003959610767196864],[104],['interview_D2.txt'],alt det andet medicin,men,vacciner
1,[0.00019400632785012326],[104],['interview_D2.txt'],jeg,får at,jeg
3,"[0.0003357566019985825, 0.0010613560443744063, 0.0011786103714257479]","[104, 187, 187]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",jeg,at,jeg
1,[6.803190141605835e-05],[105],['interview_D2.txt'],jeg,"vide ,",jeg
1,[2.4479598020358633e-05],[105],['interview_D2.txt'],jeg,"vide ,",medicin
1,[0.003444414120167494],[105],['interview_D2.txt'],jeg,skal,medicin
1,[0.006177152972668409],[105],['interview_D2.txt'],medicin,tage,jeg
1,[0.000389638269552961],[107],['interview_D2.txt'],Jeg,har,nogen som helst tillid
1,[6.535572902066633e-05],[107],['interview_D2.txt'],jeg,til,medicinalindustrien
1,[0.0010416388977319002],[107],['interview_D2.txt'],nogen som helst tillid,ikke,Jeg
1,[0.0002711059933062643],[107],['interview_D2.txt'],medicinalindustrien,nogen som helst tillid,jeg
1,[0.0016896151937544346],[108],['interview_D2.txt'],det,heller,dem
1,[0.0003252320845300953],[108],['interview_D2.txt'],det,"dem ,",der
1,[0.001363597228191793],[108],['interview_D2.txt'],dem,heller,det
2,"[0.0014071265468373895, 0.001207989756949246]","[108, 206]","['interview_D2.txt', 'interview_D2.txt']",der,",",hvad
1,[0.0003256630152463913],[108],['interview_D2.txt'],der,hvad,vi
3,"[0.0011512398486956954, 0.0009487268980592489, 0.003333350410684943]","[108, 113, 208]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",hvad,",",der
2,"[9.413540101377293e-05, 8.465528662782162e-05]","[108, 113]","['interview_D2.txt', 'interview_D2.txt']",hvad,skal,vacciner
2,"[0.0009697222267277539, 0.0007642243290320039]","[108, 113]","['interview_D2.txt', 'interview_D2.txt']",vi,skal,vacciner
2,"[0.00024349875457119197, 0.00019239808898419142]","[108, 113]","['interview_D2.txt', 'interview_D2.txt']",vacciner,skal,hvad
2,"[0.00237577548250556, 0.0021432070061564445]","[108, 113]","['interview_D2.txt', 'interview_D2.txt']",vacciner,skal,vi
1,[0.0006091700051911175],[109],['interview_D2.txt'],Sundhedsstyrelsen,",",hvem
1,[0.000664449471514672],[109],['interview_D2.txt'],hvem,",",Sundhedsstyrelsen
1,[0.0004699047713074833],[110],['interview_D2.txt'],noget,til,de
1,[0.0014499587705358863],[110],['interview_D2.txt'],noget,",",nogle effekter
1,[0.0011803932720795274],[110],['interview_D2.txt'],nogle effekter,der,noget
1,[0.0003886110498569906],[110],['interview_D2.txt'],nogle effekter,en,anden
1,[0.0004065352550242096],[110],['interview_D2.txt'],anden,af,nogle effekter
1,[0.000207859804504551],[111],['interview_D2.txt'],den profit,"styret , den der medicinalindustri",de
1,[8.924332360038534e-05],[111],['interview_D2.txt'],"styret , den der medicinalindustri",skal,penge
1,[0.00019471437553875148],[111],['interview_D2.txt'],de,"styret , den der medicinalindustri",den profit
1,[0.001141826156526804],[111],['interview_D2.txt'],de,bare,penge
1,[6.575736188096926e-05],[111],['interview_D2.txt'],de,penge,det
1,[5.951399725745432e-05],[111],['interview_D2.txt'],penge,skal,"styret , den der medicinalindustri"
1,[0.000629559566732496],[111],['interview_D2.txt'],penge,bare,de
1,[0.000998225761577487],[111],['interview_D2.txt'],penge,",",det
1,[0.0001715171238174662],[111],['interview_D2.txt'],det,penge,de
1,[0.0019921751227229834],[111],['interview_D2.txt'],det,og,penge
1,[0.0018195041920989752],[112],['interview_D2.txt'],de,så,nogle penge
1,[0.00117545947432518],[112],['interview_D2.txt'],nogle penge,så,de
1,[0.0065857646986842155],[113],['interview_D2.txt'],det,er,dem
1,[0.0034957490861415863],[113],['interview_D2.txt'],dem,er,det
1,[0.0010832232655957341],[113],['interview_D2.txt'],der,skal,hvad
1,[0.005552262999117374],[115],['interview_D2.txt'],Det,har,en fornemmelse
1,[0.00015477293345611542],[115],['interview_D2.txt'],jeg,af,det
1,[0.0025353003293275833],[115],['interview_D2.txt'],en fornemmelse,har,Det
1,[0.0005762062501162291],[115],['interview_D2.txt'],en fornemmelse,af,det
1,[0.0014841072261333466],[115],['interview_D2.txt'],det,",",en fornemmelse
1,[0.00043270192691124976],[115],['interview_D2.txt'],det,ret,Danmark
1,[0.001094991690479219],[115],['interview_D2.txt'],Danmark,ret,det
1,[0.0010248229373246431],[116],['interview_D2.txt'],Jeg,heller,selv
1,[0.00020444646361283958],[116],['interview_D2.txt'],Jeg,ikke,hvilken
1,[0.0014343501534312963],[116],['interview_D2.txt'],selv,ikke,Jeg
1,[0.0014592016814276576],[116],['interview_D2.txt'],selv,",",hvilken
1,[0.00011505170550663024],[116],['interview_D2.txt'],hvilken,ikke,Jeg
1,[0.001523685292340815],[116],['interview_D2.txt'],hvilken,",",selv
1,[0.00032086356077343225],[116],['interview_D2.txt'],hvilken,jeg,der
1,[0.0002256190200569108],[116],['interview_D2.txt'],astmamedicin,",",selv
1,[0.000254204060183838],[116],['interview_D2.txt'],astmamedicin,skal,der
1,[8.838675421429798e-05],[116],['interview_D2.txt'],jeg,hvilken,selv
2,"[0.0013389508239924908, 0.0007431510020978749]","[116, 234]","['interview_D2.txt', 'interview_D2.txt']",jeg,",",der
1,[3.950940542078266e-05],[116],['interview_D2.txt'],jeg,der får,jeg
1,[0.00011665794590953737],[116],['interview_D2.txt'],der,skal,hvilken
1,[0.0002581754233688116],[116],['interview_D2.txt'],der,skal,astmamedicin
2,"[0.0010727184126153588, 6.97789218975231e-05]","[116, 234]","['interview_D2.txt', 'interview_D2.txt']",der,",",jeg
1,[0.0002987890620715916],[116],['interview_D2.txt'],der,bare,det
1,[0.0001319407601840794],[116],['interview_D2.txt'],jeg,",",astmamedicin
7,"[0.00013715744717046618, 0.00014331135025713593, 0.0016648151213303208, 0.0012126935180276632, 0.0019962582737207413, 0.005096671171486378, 0.00012315402273088694]","[116, 187, 210, 210, 311, 311, 312]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",jeg,",",jeg
2,"[0.000157882459461689, 0.0005712567362934351]","[116, 207]","['interview_D2.txt', 'interview_D2.txt']",jeg,at,det
1,[0.0005628401995636523],[116],['interview_D2.txt'],dig,er,den
1,[0.0019457173766568303],[116],['interview_D2.txt'],dig,",",det
1,[0.005646425299346447],[116],['interview_D2.txt'],det,og,dig
1,[0.0004337755381129682],[116],['interview_D2.txt'],jeg,er,dig
1,[0.0010636418592184782],[117],['interview_D2.txt'],jeg,jo,tillid
1,[0.001203139079734683],[117],['interview_D2.txt'],tillid,jo,jeg
1,[0.001406515366397798],[118],['interview_D2.txt'],andet,",",jeg
1,[0.0014383376110345125],[118],['interview_D2.txt'],jeg,",",andet
1,[0.000577678089030087],[118],['interview_D2.txt'],den,blinde,jeg
1,[0.0005554023664444685],[118],['interview_D2.txt'],jeg,til,det danske sundhedssystem
1,[0.001736785052344203],[118],['interview_D2.txt'],det danske sundhedssystem,har,jeg
1,[0.0012389706680551171],[119],['interview_D2.txt'],virkeligheden,så,det mikrochips
1,[7.999846275197342e-06],[119],['interview_D2.txt'],virkeligheden,og hjernestyrende,de
1,[0.0010518368799239397],[119],['interview_D2.txt'],det mikrochips,",",virkeligheden
1,[0.00048203696496784687],[119],['interview_D2.txt'],det mikrochips,hjernestyrende,kemikalier
1,[0.0001201963605126366],[119],['interview_D2.txt'],det mikrochips,hjernestyrende,de
1,[6.0372560255927965e-05],[119],['interview_D2.txt'],kemikalier,det mikrochips,virkeligheden
1,[0.001202263287268579],[119],['interview_D2.txt'],kemikalier,hjernestyrende,det mikrochips
1,[0.00039212784031406045],[119],['interview_D2.txt'],kemikalier,ind,os
1,[0.00014559664123225957],[119],['interview_D2.txt'],de,hjernestyrende,det mikrochips
1,[0.0006462096353061497],[119],['interview_D2.txt'],de,ind,os
1,[0.0002516483364161104],[119],['interview_D2.txt'],os,ind,kemikalier
1,[0.0006869733333587646],[119],['interview_D2.txt'],os,ind,de
1,[0.0002242869813926518],[120],['interview_D2.txt'],jeg,ud,alle læger
1,[0.000114167902211193],[120],['interview_D2.txt'],alle læger,af,jeg
1,[0.00046074544661678374],[120],['interview_D2.txt'],anden,en,alle læger
1,[0.0003785935405176133],[120],['interview_D2.txt'],anden,og,virkeligheden
1,[6.987015513004735e-05],[120],['interview_D2.txt'],anden,bare,penge
1,[0.00044762741890735924],[120],['interview_D2.txt'],stor organisation,en,alle læger
1,[0.0008062916458584368],[120],['interview_D2.txt'],stor organisation,og,virkeligheden
1,[5.158908243174665e-05],[120],['interview_D2.txt'],stor organisation,bare,penge
1,[0.0004358311998657882],[120],['interview_D2.txt'],virkeligheden,og,anden
1,[0.0006863315938971937],[120],['interview_D2.txt'],virkeligheden,og,stor organisation
1,[0.0007472729776054621],[120],['interview_D2.txt'],virkeligheden,bare,penge
1,[3.156971555047979e-05],[120],['interview_D2.txt'],virkeligheden,eller hvad,det
1,[0.0016284518642351031],[120],['interview_D2.txt'],penge,vil,virkeligheden
1,[0.0005781580694019794],[120],['interview_D2.txt'],penge,",",hvad
1,[0.000273088866379112],[120],['interview_D2.txt'],penge,hvad,det
1,[0.002032626187428832],[120],['interview_D2.txt'],hvad,",",penge
2,"[0.0011072959750890732, 0.0028492372948676348]","[120, 206]","['interview_D2.txt', 'interview_D2.txt']",hvad,det,der
1,[0.00030428607715293765],[120],['interview_D2.txt'],det,hvad,penge
1,[0.00011014196206815541],[120],['interview_D2.txt'],der,hvad,penge
2,"[0.0015297437785193324, 0.0012974442215636373]","[120, 208]","['interview_D2.txt', 'interview_D2.txt']",der,det,hvad
1,[0.003064520424231887],[120],['interview_D2.txt'],der,nu,det
1,[0.0007537942146882415],[120],['interview_D2.txt'],der,gøre,jeg
1,[0.0009007456828840077],[120],['interview_D2.txt'],jeg,gøre,der
1,[0.00048219921882264316],[120],['interview_D2.txt'],jeg,til,dem
1,[0.0003122598573099822],[120],['interview_D2.txt'],tillid,gøre,der
1,[0.002534219529479742],[120],['interview_D2.txt'],dem,til,jeg
1,[0.0003345209697727114],[123],['interview_D2.txt'],den,der,Jeg
2,"[0.013241291046142578, 0.005751082208007574]","[124, 131]","['interview_D2.txt', 'interview_D2.txt']",Det,ikke,noget
2,"[0.00240344344638288, 0.0019840202294290066]","[124, 131]","['interview_D2.txt', 'interview_D2.txt']",Det,",",der
2,"[0.005651010200381279, 0.006989078596234322]","[124, 131]","['interview_D2.txt', 'interview_D2.txt']",noget,var,Det
3,"[0.0014814233873039484, 0.002011709613725543, 0.0016295361565425992]","[124, 131, 352]","['interview_D2.txt', 'interview_D2.txt', 'interview_D2.txt']",noget,",",mig
2,"[0.003128212643787265, 0.0033032966312021017]","[124, 131]","['interview_D2.txt', 'interview_D2.txt']",der,",",Det
1,[0.0005534634692594409],[124],['interview_D2.txt'],mig,at,spørgsmål
1,[7.32200060156174e-05],[124],['interview_D2.txt'],spørgsmål,til,der
1,[0.0003350848564878106],[124],['interview_D2.txt'],spørgsmål,at,mig
1,[0.002897085854783654],[124],['interview_D2.txt'],spørgsmål,",",den
1,[9.680982475401834e-05],[124],['interview_D2.txt'],spørgsmål,ud,den der dokumentar
1,[0.002046806737780571],[124],['interview_D2.txt'],den,",",spørgsmål
1,[0.0006726852152496576],[124],['interview_D2.txt'],den,ud,den der dokumentar
1,[0.001407272880896926],[124],['interview_D2.txt'],den der dokumentar,ud,den
1,[0.0010777389397844672],[126],['interview_D2.txt'],den,ret,dårligt den undersøgelse
1,[0.00425219489261508],[126],['interview_D2.txt'],dårligt den undersøgelse,ret,den
1,[0.0001778607547748834],[127],['interview_D2.txt'],hvad,",",den
1,[0.005270275287330151],[129],['interview_D2.txt'],Det,bare,nogle enkelte tilfælde
1,[0.004412640351802111],[129],['interview_D2.txt'],nogle enkelte tilfælde,var,Det
1,[0.0014471200993284583],[129],['interview_D2.txt'],som,bare,Det
1,[0.0013620960526168346],[129],['interview_D2.txt'],som,troede,andet
1,[0.001068080891855061],[129],['interview_D2.txt'],andet,et,som
1,[0.0003963806084357202],[129],['interview_D2.txt'],maven,efter,andet
1,[0.00394674576818943],[129],['interview_D2.txt'],maven,sådan,noget
1,[0.006099771708250046],[129],['interview_D2.txt'],noget,sådan,maven
1,[0.0014471020549535751],[130],['interview_D2.txt'],Man,meget,enkelte tilfælde
1,[0.0007800528546795249],[130],['interview_D2.txt'],enkelte tilfælde,meget,Man
1,[0.00033888506004586816],[130],['interview_D2.txt'],enkelte tilfælde,",",man
1,[0.0010974803008139133],[130],['interview_D2.txt'],man,",",enkelte tilfælde
1,[0.0003518175217323005],[131],['interview_D2.txt'],noget,skræmte,jeg
1,[0.0007299857097677886],[131],['interview_D2.txt'],der,skræmte,jeg
1,[1.596755222029363e-05],[131],['interview_D2.txt'],der,at der,nogen
